"","video","crianca","parte","fixacoes","acerto_fundo","acerto_frente","olhou_pro_errado"
"1","A1","adam","cruz",2,0,0,0
"2","A1","adam","pos_cruz",5,0,0,0
"3","A1","adam","pre_cruz",2,0,0,1
"4","A1","ana","pos_cruz",2,2,0,0
"5","A1","ana","pre_cruz",2,0,0,0
"6","A1","andre2t","pre_cruz",4,1,0,0
"7","A1","anelise","pos_cruz",4,4,0,0
"8","A1","anelise","pre_cruz",11,11,0,0
"9","A1","anili.2","cruz",2,2,0,0
"10","A1","anili.2","pos_cruz",2,2,0,0
"11","A1","anili.2","pre_cruz",8,7,1,0
"12","A1","anne","cruz",1,1,0,0
"13","A1","anne","pos_cruz",4,3,0,0
"14","A1","anne","pre_cruz",16,2,0,2
"15","A1","arthur","pre_cruz",1,0,0,0
"16","A1","asafe.2","cruz",3,2,0,0
"17","A1","asafe.2","pos_cruz",2,2,0,0
"18","A1","asafe.2","pre_cruz",7,6,0,0
"19","A1","ayla","cruz",1,0,0,1
"20","A1","ayla","pos_cruz",2,2,0,0
"21","A1","ayla","pre_cruz",4,4,0,0
"22","A1","ayla.2","cruz",1,1,0,0
"23","A1","ayla.2","pos_cruz",1,1,0,0
"24","A1","ayla.2","pre_cruz",7,5,0,0
"25","A1","bernardo","pre_cruz",10,5,0,4
"26","A1","cecilia","pos_cruz",2,2,0,0
"27","A1","cecilia","pre_cruz",5,5,0,0
"28","A1","clari.2","pos_cruz",2,2,0,0
"29","A1","clari.2","pre_cruz",7,6,1,0
"30","A1","clarice","cruz",1,0,0,0
"31","A1","clarice","pos_cruz",2,1,0,0
"32","A1","clarice","pre_cruz",7,3,0,1
"33","A1","diana","cruz",1,1,0,0
"34","A1","diana","pos_cruz",2,2,0,0
"35","A1","diana","pre_cruz",22,17,2,0
"36","A1","edu.2","pos_cruz",1,1,0,0
"37","A1","edu.2","pre_cruz",6,4,1,0
"38","A1","emanuela","pos_cruz",1,1,0,0
"39","A1","emanuela","pre_cruz",7,6,0,0
"40","A1","emanuele","pos_cruz",2,2,0,0
"41","A1","emanuele","pre_cruz",6,5,1,0
"42","A1","ernesto","pos_cruz",1,1,0,0
"43","A1","ernesto","pre_cruz",6,4,1,0
"44","A1","everton","cruz",2,2,0,0
"45","A1","everton","pos_cruz",5,4,1,0
"46","A1","everton","pre_cruz",13,13,0,0
"47","A1","felipe","pre_cruz",4,0,0,1
"48","A1","fidel","pos_cruz",1,1,0,0
"49","A1","fidel","pre_cruz",34,32,0,2
"50","A1","franc","cruz",1,1,0,0
"51","A1","franc","pos_cruz",1,1,0,0
"52","A1","franc","pre_cruz",6,2,1,0
"53","A1","gabi21t","cruz",3,0,0,0
"54","A1","gabi21t","pos_cruz",1,0,0,0
"55","A1","gabi21t","pre_cruz",26,0,0,0
"56","A1","gabif.2","pos_cruz",2,2,0,0
"57","A1","gabif.2","pre_cruz",10,4,4,0
"58","A1","gabrielaf","pre_cruz",7,1,5,1
"59","A1","gui","pos_cruz",1,1,0,0
"60","A1","gui","pre_cruz",6,4,1,0
"61","A1","gui.2","pos_cruz",3,3,0,0
"62","A1","gui.2","pre_cruz",6,6,0,0
"63","A1","heitor","pos_cruz",1,1,0,0
"64","A1","heitor","pre_cruz",6,6,0,0
"65","A1","heitor.2","cruz",1,1,0,0
"66","A1","heitor.2","pos_cruz",4,4,0,0
"67","A1","heitor.2","pre_cruz",7,5,0,0
"68","A1","heitorm","cruz",1,1,0,0
"69","A1","heitorm","pos_cruz",1,1,0,0
"70","A1","heitorm","pre_cruz",5,4,0,0
"71","A1","ingrid","pos_cruz",6,0,0,0
"72","A1","ingrid","pre_cruz",4,0,0,0
"73","A1","ingrid.2","pos_cruz",1,1,0,0
"74","A1","ingrid.2","pre_cruz",5,3,2,0
"75","A1","isabela","cruz",1,0,0,0
"76","A1","isabela","pos_cruz",2,2,0,0
"77","A1","isabela","pre_cruz",6,2,2,0
"78","A1","isabelly","cruz",2,2,0,0
"79","A1","isabelly","pre_cruz",7,7,0,0
"80","A1","joaop","cruz",1,1,0,0
"81","A1","joaop","pos_cruz",2,0,0,1
"82","A1","joaop","pre_cruz",4,4,0,0
"83","A1","leonardo","cruz",1,1,0,0
"84","A1","leonardo","pos_cruz",1,1,0,0
"85","A1","leonardo","pre_cruz",5,4,0,0
"86","A1","lis","pos_cruz",1,0,0,0
"87","A1","lis","pre_cruz",11,2,0,0
"88","A1","livia","pos_cruz",1,1,0,0
"89","A1","livia","pre_cruz",9,5,4,0
"90","A1","livia.2","cruz",1,1,0,0
"91","A1","livia.2","pos_cruz",2,2,0,0
"92","A1","livia.2","pre_cruz",5,5,0,0
"93","A1","lorena","pos_cruz",3,2,0,1
"94","A1","lorena","pre_cruz",5,5,0,0
"95","A1","lucas.2","pre_cruz",5,4,0,0
"96","A1","lui","cruz",1,1,0,0
"97","A1","lui","pos_cruz",3,1,0,1
"98","A1","lui","pre_cruz",6,3,0,1
"99","A1","luiso","pre_cruz",10,0,0,1
"100","A1","manu.2","cruz",1,1,0,0
"101","A1","manu.2","pos_cruz",3,3,0,0
"102","A1","manu.2","pre_cruz",6,5,1,0
"103","A1","manuela","pos_cruz",1,0,0,0
"104","A1","manuela","pre_cruz",2,0,0,0
"105","A1","manuella","cruz",1,1,0,0
"106","A1","manuella","pos_cruz",2,1,0,0
"107","A1","manuella","pre_cruz",17,12,0,0
"108","A1","marcos","pos_cruz",3,3,0,0
"109","A1","marcos","pre_cruz",14,9,1,0
"110","A1","marialu","pre_cruz",6,3,0,0
"111","A1","maril.2","pos_cruz",3,3,0,0
"112","A1","maril.2","pre_cruz",5,4,1,0
"113","A1","miguel","pre_cruz",22,10,1,0
"114","A1","miguel3","cruz",2,2,0,0
"115","A1","miguel3","pos_cruz",1,1,0,0
"116","A1","miguel3","pre_cruz",9,7,1,0
"117","A1","murilo","pos_cruz",7,3,0,0
"118","A1","murilo","pre_cruz",6,6,0,0
"119","A1","olivia","pre_cruz",7,5,1,0
"120","A1","paulo","cruz",1,0,1,0
"121","A1","paulo","pos_cruz",4,1,1,0
"122","A1","paulo","pre_cruz",12,1,2,2
"123","A1","pedro","cruz",1,0,0,0
"124","A1","pedro","pos_cruz",4,0,1,0
"125","A1","pedro","pre_cruz",5,0,1,0
"126","A1","pedro2","pos_cruz",2,1,0,0
"127","A1","pedro2","pre_cruz",7,6,0,0
"128","A1","rafa.2","pos_cruz",1,0,1,0
"129","A1","rafa.2","pre_cruz",7,1,4,0
"130","A1","rafael","pre_cruz",14,9,0,1
"131","A1","ruben","cruz",1,1,0,0
"132","A1","ruben","pos_cruz",1,1,0,0
"133","A1","ruben","pre_cruz",5,5,0,0
"134","A1","sarah","pos_cruz",2,1,0,0
"135","A1","sarah","pre_cruz",5,2,0,0
"136","A1","sarah.2","pos_cruz",3,2,0,0
"137","A1","sarah.2","pre_cruz",3,2,0,0
"138","A1","teofinal","cruz",1,0,0,0
"139","A1","teofinal","pos_cruz",3,2,0,0
"140","A1","teofinal","pre_cruz",6,5,0,0
"141","A1","theo","cruz",1,1,0,0
"142","A1","theo","pos_cruz",4,2,0,1
"143","A1","theo","pre_cruz",5,5,0,0
"144","A1","valen","pos_cruz",1,1,0,0
"145","A1","valen","pre_cruz",4,4,0,0
"146","A1","yara","cruz",1,1,0,0
"147","A1","yara","pos_cruz",1,0,1,0
"148","A1","yara","pre_cruz",8,3,2,0
"149","A1","yara.2","cruz",1,1,0,0
"150","A1","yara.2","pos_cruz",1,1,0,0
"151","A1","yara.2","pre_cruz",12,10,0,1
"152","A2","adam","pos_cruz",5,0,0,0
"153","A2","adam","pre_cruz",8,0,0,0
"154","A2","ana","pre_cruz",5,5,0,0
"155","A2","andre2t","pre_cruz",2,1,0,0
"156","A2","anelise","pos_cruz",4,3,1,0
"157","A2","anelise","pre_cruz",9,9,0,0
"158","A2","anili.2","pos_cruz",6,3,2,0
"159","A2","anili.2","pre_cruz",7,6,0,0
"160","A2","anne","cruz",1,0,0,0
"161","A2","anne","pos_cruz",3,0,0,0
"162","A2","anne","pre_cruz",7,0,1,1
"163","A2","arthur","pos_cruz",3,0,0,2
"164","A2","arthur","pre_cruz",1,0,0,0
"165","A2","asafe.2","cruz",1,0,0,0
"166","A2","asafe.2","pos_cruz",3,2,0,1
"167","A2","asafe.2","pre_cruz",4,4,0,0
"168","A2","ayla","cruz",1,1,0,0
"169","A2","ayla","pos_cruz",3,2,1,0
"170","A2","ayla","pre_cruz",4,4,0,0
"171","A2","ayla.2","pos_cruz",2,2,0,0
"172","A2","ayla.2","pre_cruz",8,7,0,0
"173","A2","bernardo","pre_cruz",7,2,0,0
"174","A2","cecilia","cruz",1,1,0,0
"175","A2","cecilia","pos_cruz",2,0,2,0
"176","A2","cecilia","pre_cruz",7,7,0,0
"177","A2","clari.2","pos_cruz",4,1,2,0
"178","A2","clari.2","pre_cruz",6,4,1,1
"179","A2","clarice","cruz",1,1,0,0
"180","A2","clarice","pos_cruz",4,1,2,1
"181","A2","clarice","pre_cruz",7,4,1,0
"182","A2","diana","pre_cruz",3,2,0,0
"183","A2","edu.2","pos_cruz",2,1,1,0
"184","A2","edu.2","pre_cruz",7,7,0,0
"185","A2","emanuela","cruz",2,2,0,0
"186","A2","emanuela","pre_cruz",5,4,0,0
"187","A2","emanuele","pos_cruz",4,3,1,0
"188","A2","emanuele","pre_cruz",4,3,0,0
"189","A2","ernesto","cruz",1,1,0,0
"190","A2","ernesto","pos_cruz",5,2,3,0
"191","A2","ernesto","pre_cruz",6,5,0,0
"192","A2","everton","cruz",2,2,0,0
"193","A2","everton","pos_cruz",7,7,0,0
"194","A2","everton","pre_cruz",10,7,0,3
"195","A2","fidel","pos_cruz",7,7,0,0
"196","A2","fidel","pre_cruz",18,18,0,0
"197","A2","franc","pre_cruz",3,0,2,0
"198","A2","gabi21t","cruz",2,0,0,0
"199","A2","gabi21t","pos_cruz",7,2,0,3
"200","A2","gabi21t","pre_cruz",22,0,0,5
"201","A2","gabif.2","pre_cruz",4,2,1,0
"202","A2","gabrielaf","pre_cruz",7,1,3,0
"203","A2","gui","cruz",1,1,0,0
"204","A2","gui","pos_cruz",1,1,0,0
"205","A2","gui","pre_cruz",6,5,0,0
"206","A2","gui.2","pos_cruz",2,0,0,0
"207","A2","gui.2","pre_cruz",5,5,0,0
"208","A2","heitor","pos_cruz",2,2,0,0
"209","A2","heitor","pre_cruz",5,5,0,0
"210","A2","heitor.2","cruz",1,1,0,0
"211","A2","heitor.2","pos_cruz",5,2,2,0
"212","A2","heitor.2","pre_cruz",6,4,0,0
"213","A2","heitorm","pos_cruz",4,1,0,3
"214","A2","heitorm","pre_cruz",6,6,0,0
"215","A2","ingrid","pre_cruz",4,0,0,0
"216","A2","ingrid.2","pos_cruz",2,1,1,0
"217","A2","ingrid.2","pre_cruz",8,6,2,0
"218","A2","isabela","pos_cruz",9,2,2,0
"219","A2","isabela","pre_cruz",6,6,0,0
"220","A2","isabelly","cruz",1,1,0,0
"221","A2","isabelly","pos_cruz",3,2,0,0
"222","A2","isabelly","pre_cruz",2,1,0,0
"223","A2","leonardo","pos_cruz",4,2,2,0
"224","A2","leonardo","pre_cruz",4,4,0,0
"225","A2","lis","cruz",2,1,0,0
"226","A2","lis","pos_cruz",2,0,0,0
"227","A2","lis","pre_cruz",13,4,0,0
"228","A2","livia","pos_cruz",1,0,0,1
"229","A2","livia","pre_cruz",6,5,0,0
"230","A2","livia.2","cruz",1,1,0,0
"231","A2","livia.2","pos_cruz",2,2,0,0
"232","A2","livia.2","pre_cruz",9,8,0,0
"233","A2","lorena","pos_cruz",5,4,1,0
"234","A2","lorena","pre_cruz",3,3,0,0
"235","A2","lucas","pre_cruz",15,0,0,0
"236","A2","lucas.2","pos_cruz",2,0,0,0
"237","A2","lucas.2","pre_cruz",23,13,0,4
"238","A2","lui","cruz",1,0,0,1
"239","A2","lui","pos_cruz",4,2,2,0
"240","A2","lui","pre_cruz",9,5,3,0
"241","A2","luiso","pos_cruz",1,0,0,0
"242","A2","luiso","pre_cruz",10,0,0,0
"243","A2","manu.2","pos_cruz",3,2,1,0
"244","A2","manu.2","pre_cruz",8,7,0,0
"245","A2","manuella","cruz",2,0,0,0
"246","A2","manuella","pos_cruz",4,1,0,0
"247","A2","manuella","pre_cruz",6,1,0,0
"248","A2","marcos","cruz",1,1,0,0
"249","A2","marcos","pos_cruz",1,1,0,0
"250","A2","marcos","pre_cruz",7,6,0,0
"251","A2","marialu","cruz",3,3,0,0
"252","A2","marialu","pos_cruz",2,0,2,0
"253","A2","marialu","pre_cruz",6,3,0,0
"254","A2","maril.2","pos_cruz",5,3,2,0
"255","A2","maril.2","pre_cruz",8,6,2,0
"256","A2","miguel","cruz",1,1,0,0
"257","A2","miguel","pos_cruz",3,0,2,0
"258","A2","miguel","pre_cruz",14,5,1,0
"259","A2","miguel3","pos_cruz",7,5,1,0
"260","A2","miguel3","pre_cruz",2,2,0,0
"261","A2","murilo","cruz",1,1,0,0
"262","A2","murilo","pos_cruz",2,0,2,0
"263","A2","murilo","pre_cruz",5,4,1,0
"264","A2","olivia","pos_cruz",2,1,1,0
"265","A2","olivia","pre_cruz",7,4,1,0
"266","A2","paulo","cruz",2,0,1,0
"267","A2","paulo","pos_cruz",9,2,3,0
"268","A2","paulo","pre_cruz",7,2,1,0
"269","A2","pedro","pos_cruz",2,0,0,2
"270","A2","pedro","pre_cruz",7,0,1,1
"271","A2","pedro2","cruz",1,1,0,0
"272","A2","pedro2","pos_cruz",5,4,1,0
"273","A2","pedro2","pre_cruz",6,5,0,0
"274","A2","rafa.2","pre_cruz",5,1,4,0
"275","A2","rafael","pos_cruz",11,3,7,0
"276","A2","rafael","pre_cruz",13,10,0,0
"277","A2","ruben","cruz",1,1,0,0
"278","A2","ruben","pos_cruz",2,1,1,0
"279","A2","ruben","pre_cruz",5,5,0,0
"280","A2","sarah","pos_cruz",2,1,1,0
"281","A2","sarah","pre_cruz",2,1,0,0
"282","A2","sarah.2","cruz",1,1,0,0
"283","A2","sarah.2","pos_cruz",2,1,1,0
"284","A2","sarah.2","pre_cruz",3,3,0,0
"285","A2","teofinal","pre_cruz",6,4,0,0
"286","A2","theo","pos_cruz",4,4,0,0
"287","A2","theo","pre_cruz",6,5,0,0
"288","A2","valen","pre_cruz",4,3,1,0
"289","A2","yara","pos_cruz",5,1,0,0
"290","A2","yara","pre_cruz",4,1,0,0
"291","A2","yara.2","pos_cruz",5,3,1,1
"292","A2","yara.2","pre_cruz",5,4,0,0
"293","A3","adam","baseline",10,0,0,0
"294","A3","ana","baseline",2,1,0,0
"295","A3","andre2t","baseline",3,0,0,0
"296","A3","anelise","baseline",8,5,0,0
"297","A3","anili.2","baseline",8,6,0,0
"298","A3","anne","baseline",17,0,0,0
"299","A3","arthur","baseline",2,0,0,0
"300","A3","asafe.2","baseline",8,7,0,0
"301","A3","ayla","baseline",6,6,0,0
"302","A3","ayla.2","baseline",6,6,0,0
"303","A3","bernardo","baseline",1,0,0,0
"304","A3","cecilia","baseline",12,8,0,0
"305","A3","clari.2","baseline",12,3,0,0
"306","A3","clarice","baseline",11,4,0,0
"307","A3","diana","baseline",14,6,0,0
"308","A3","edu.2","baseline",6,6,0,0
"309","A3","emanuela","baseline",6,3,0,0
"310","A3","emanuele","baseline",6,5,0,0
"311","A3","ernesto","baseline",7,6,0,0
"312","A3","everton","baseline",16,12,0,0
"313","A3","felipe","baseline",7,0,0,0
"314","A3","fidel","baseline",10,5,0,0
"315","A3","franc","baseline",6,1,0,0
"316","A3","gabi21t","baseline",24,0,0,0
"317","A3","gabif.2","baseline",11,6,0,0
"318","A3","gabrielaf","baseline",3,1,0,0
"319","A3","gui","baseline",6,3,0,0
"320","A3","gui.2","baseline",8,7,0,0
"321","A3","heitor","baseline",12,11,0,0
"322","A3","heitor.2","baseline",7,5,0,0
"323","A3","heitorm","baseline",7,6,0,0
"324","A3","ingrid","baseline",8,0,0,0
"325","A3","ingrid.2","baseline",6,4,0,0
"326","A3","isabela","baseline",7,3,0,0
"327","A3","isabelly","baseline",6,5,0,0
"328","A3","leonardo","baseline",13,5,0,0
"329","A3","lis","baseline",11,3,0,0
"330","A3","livia","baseline",14,5,0,0
"331","A3","livia.2","baseline",6,3,0,0
"332","A3","lorena","baseline",14,9,0,0
"333","A3","lucas","baseline",9,0,0,0
"334","A3","lucas.2","baseline",8,5,0,0
"335","A3","lui","baseline",11,4,0,0
"336","A3","luiso","baseline",7,0,0,0
"337","A3","manu.2","baseline",6,6,0,0
"338","A3","manuella","baseline",13,6,0,0
"339","A3","marcos","baseline",9,9,0,0
"340","A3","marialu","baseline",5,4,0,0
"341","A3","maril.2","baseline",4,4,0,0
"342","A3","miguel","baseline",30,10,0,0
"343","A3","miguel3","baseline",10,10,0,0
"344","A3","murilo","baseline",2,2,0,0
"345","A3","olivia","baseline",3,2,0,0
"346","A3","paulo","baseline",15,6,0,0
"347","A3","pedro","baseline",10,0,0,0
"348","A3","pedro2","baseline",10,6,0,0
"349","A3","rafa.2","baseline",6,0,0,0
"350","A3","rafael","baseline",13,3,0,0
"351","A3","ruben","baseline",8,1,0,0
"352","A3","sarah","baseline",7,4,0,0
"353","A3","sarah.2","baseline",9,7,0,0
"354","A3","teofinal","baseline",6,2,0,0
"355","A3","theo","baseline",14,11,0,0
"356","A3","yara","baseline",13,3,0,0
"357","A3","yara.2","baseline",11,9,0,0
"358","A4","adam","cruz",1,0,0,0
"359","A4","adam","pos_cruz",5,0,0,0
"360","A4","adam","pre_cruz",23,0,0,0
"361","A4","ana","cruz",1,1,0,0
"362","A4","ana","pos_cruz",3,3,0,0
"363","A4","ana","pre_cruz",7,6,1,0
"364","A4","andre2t","pos_cruz",1,0,0,0
"365","A4","andre2t","pre_cruz",5,1,0,0
"366","A4","anelise","cruz",1,1,0,0
"367","A4","anelise","pos_cruz",2,2,0,0
"368","A4","anelise","pre_cruz",6,4,1,0
"369","A4","anili.2","pre_cruz",3,3,0,0
"370","A4","anne","cruz",1,1,0,0
"371","A4","anne","pre_cruz",31,5,8,0
"372","A4","asafe","pre_cruz",2,1,0,0
"373","A4","asafe.2","cruz",1,0,1,0
"374","A4","asafe.2","pos_cruz",3,3,0,0
"375","A4","asafe.2","pre_cruz",8,3,4,0
"376","A4","ayla","pos_cruz",4,4,0,0
"377","A4","ayla","pre_cruz",5,4,0,0
"378","A4","ayla.2","pos_cruz",2,2,0,0
"379","A4","ayla.2","pre_cruz",6,6,0,0
"380","A4","cecilia","cruz",1,1,0,0
"381","A4","cecilia","pos_cruz",3,1,2,0
"382","A4","cecilia","pre_cruz",6,6,0,0
"383","A4","clari.2","pos_cruz",2,2,0,0
"384","A4","clari.2","pre_cruz",8,3,2,0
"385","A4","clarice","pos_cruz",1,0,0,0
"386","A4","clarice","pre_cruz",5,1,0,1
"387","A4","diana","pos_cruz",3,3,0,0
"388","A4","diana","pre_cruz",5,3,1,0
"389","A4","edu.2","pos_cruz",3,2,1,0
"390","A4","edu.2","pre_cruz",4,2,2,0
"391","A4","emanuela","pos_cruz",2,2,0,0
"392","A4","emanuela","pre_cruz",6,4,0,0
"393","A4","emanuele","pos_cruz",2,2,0,0
"394","A4","emanuele","pre_cruz",6,4,1,0
"395","A4","ernesto","pos_cruz",3,3,0,0
"396","A4","ernesto","pre_cruz",7,5,2,0
"397","A4","everton","cruz",1,1,0,0
"398","A4","everton","pos_cruz",5,5,0,0
"399","A4","everton","pre_cruz",18,14,3,0
"400","A4","felipe","cruz",1,0,0,0
"401","A4","felipe","pos_cruz",1,0,0,0
"402","A4","felipe","pre_cruz",5,0,0,0
"403","A4","fidel","pre_cruz",25,23,0,0
"404","A4","gabi21t","pos_cruz",8,0,0,0
"405","A4","gabi21t","pre_cruz",12,0,0,0
"406","A4","gabif.2","pos_cruz",4,2,0,1
"407","A4","gabif.2","pre_cruz",6,1,0,0
"408","A4","gabrielaf","pre_cruz",6,1,5,0
"409","A4","gui","cruz",1,1,0,0
"410","A4","gui","pos_cruz",4,3,1,0
"411","A4","gui","pre_cruz",4,3,1,0
"412","A4","gui.2","pos_cruz",2,2,0,0
"413","A4","gui.2","pre_cruz",4,3,0,0
"414","A4","heitor","pre_cruz",5,4,0,0
"415","A4","heitor.2","cruz",1,1,0,0
"416","A4","heitor.2","pos_cruz",2,0,2,0
"417","A4","heitor.2","pre_cruz",6,4,0,1
"418","A4","heitorm","pos_cruz",3,2,1,0
"419","A4","heitorm","pre_cruz",4,4,0,0
"420","A4","ingrid","cruz",2,0,0,0
"421","A4","ingrid","pre_cruz",9,0,0,0
"422","A4","ingrid.2","pos_cruz",3,2,0,1
"423","A4","ingrid.2","pre_cruz",11,8,1,2
"424","A4","isabela","cruz",1,1,0,0
"425","A4","isabela","pos_cruz",3,2,1,0
"426","A4","isabela","pre_cruz",7,7,0,0
"427","A4","isabelly","pre_cruz",1,1,0,0
"428","A4","joaop","pre_cruz",5,4,1,0
"429","A4","leonardo","pos_cruz",3,3,0,0
"430","A4","leonardo","pre_cruz",7,3,3,0
"431","A4","lis","pre_cruz",1,1,0,0
"432","A4","livia","pre_cruz",8,1,0,3
"433","A4","livia.2","cruz",1,0,0,1
"434","A4","livia.2","pos_cruz",5,5,0,0
"435","A4","livia.2","pre_cruz",6,6,0,0
"436","A4","lorena","pos_cruz",2,2,0,0
"437","A4","lorena","pre_cruz",11,6,0,0
"438","A4","lucas","cruz",1,0,0,0
"439","A4","lucas","pos_cruz",2,0,0,0
"440","A4","lucas","pre_cruz",17,0,0,1
"441","A4","lucas.2","pre_cruz",1,1,0,0
"442","A4","lui","cruz",1,1,0,0
"443","A4","lui","pos_cruz",5,1,4,0
"444","A4","lui","pre_cruz",12,2,1,6
"445","A4","luiso","pos_cruz",3,0,0,0
"446","A4","luiso","pre_cruz",7,0,0,0
"447","A4","manu.2","pos_cruz",6,5,1,0
"448","A4","manu.2","pre_cruz",3,3,0,0
"449","A4","manuela","pre_cruz",1,0,0,0
"450","A4","manuella","cruz",1,0,0,0
"451","A4","manuella","pos_cruz",2,1,0,0
"452","A4","manuella","pre_cruz",11,1,0,0
"453","A4","marcos","cruz",1,1,0,0
"454","A4","marcos","pos_cruz",2,2,0,0
"455","A4","marcos","pre_cruz",6,6,0,0
"456","A4","marialu","pos_cruz",5,5,0,0
"457","A4","marialu","pre_cruz",6,5,1,0
"458","A4","maril.2","pos_cruz",4,3,1,0
"459","A4","maril.2","pre_cruz",7,7,0,0
"460","A4","miguel","cruz",2,1,0,0
"461","A4","miguel","pos_cruz",8,2,0,0
"462","A4","miguel","pre_cruz",22,7,0,3
"463","A4","miguel3","cruz",1,1,0,0
"464","A4","miguel3","pos_cruz",3,3,0,0
"465","A4","miguel3","pre_cruz",5,5,0,0
"466","A4","murilo","pos_cruz",3,1,2,0
"467","A4","murilo","pre_cruz",5,3,0,0
"468","A4","olivia","cruz",1,1,0,0
"469","A4","olivia","pos_cruz",2,2,0,0
"470","A4","olivia","pre_cruz",8,5,0,1
"471","A4","paulo","cruz",2,0,0,0
"472","A4","paulo","pos_cruz",5,1,0,0
"473","A4","paulo","pre_cruz",9,3,2,0
"474","A4","pedro","pre_cruz",11,3,1,0
"475","A4","pedro2","cruz",2,2,0,0
"476","A4","pedro2","pre_cruz",10,6,2,0
"477","A4","rafa.2","cruz",2,0,0,0
"478","A4","rafa.2","pos_cruz",4,2,0,0
"479","A4","rafa.2","pre_cruz",8,0,1,1
"480","A4","rafael","pre_cruz",13,7,0,1
"481","A4","ruben","pos_cruz",1,1,0,0
"482","A4","ruben","pre_cruz",5,4,0,1
"483","A4","sarah","cruz",1,0,0,0
"484","A4","sarah","pos_cruz",1,1,0,0
